year,month,day,time,temp,press,humid,solar,rain1h
2018,11,01,00:00,21.1,974,94,0,0
2018,11,01,01:00,21.1,974,93,0,0
2018,11,01,02:00,21.1,974,90,0,0
2018,11,01,03:00,21.1,974,91,0,0
2018,11,01,04:00,20.6,973,92,0,0
2018,11,01,05:00,20.6,974,94,0,0
2018,11,01,06:00,20.6,974,94,0,0
2018,11,01,07:00,20.1,974,96,0,0
2018,11,01,08:00,21.6,976,88,0,0
2018,11,01,09:00,24,976,78,0,0
2018,11,01,10:00,24,976,75,0,0
2018,11,01,11:00,26.5,976,63,0,0
2018,11,01,12:00,27,975,61,0,0
2018,11,01,13:00,27.4,974,59,0,0
2018,11,01,14:00,28.9,973,51,0,0
2018,11,01,15:00,28.9,971,53,0,0
2018,11,01,16:00,28.9,971,53,0,0
2018,11,01,17:00,28.4,973,56,0,0
2018,11,01,18:00,26,971,63,0,0
2018,11,01,19:00,24.5,973,67,0,0
2018,11,01,20:00,23,974,78,0,0
2018,11,01,21:00,22.1,974,84,0,0
2018,11,01,22:00,21.1,974,85,0,0
2018,11,01,23:00,20.1,974,93,0,0
2018,11,02,00:00,20.1,974,88,0,0
2018,11,02,01:00,19.1,974,95,0,0
2018,11,02,02:00,18.6,973,98,0,0
2018,11,02,03:00,18.1,973,100,0,0
2018,11,02,04:00,18.1,974,98,0,0
2018,11,02,05:00,17.6,974,100,0,0
2018,11,02,06:00,17.2,974,-999,0,0
2018,11,02,07:00,17.6,975,100,0,0
2018,11,02,08:00,19.6,975,89,0,0
2018,11,02,09:00,22.5,976,80,0,0
2018,11,02,10:00,25,977,64,0,0
2018,11,02,11:00,27,976,59,0,0
2018,11,02,12:00,28.4,975,52,0,0
2018,11,02,13:00,28.9,975,47,0,0
2018,11,02,14:00,32.3,973,38,0,0
2018,11,02,15:00,30.4,971,43,0,0
2018,11,02,16:00,31.9,971,41,0,0
2018,11,02,17:00,29.9,971,44,0,0
2018,11,02,18:00,-999,-999,-999,-999,-999
2018,11,02,19:00,25,973,67,0,0
2018,11,02,20:00,24,974,78,0,0
2018,11,02,21:00,22.5,974,83,0,0
2018,11,02,22:00,21.6,975,89,0,0
2018,11,02,23:00,20.6,974,90,0,0
2018,11,03,00:00,20.1,974,95,0,0
2018,11,03,01:00,19.6,974,97,0,0
2018,11,03,02:00,19.1,974,96,0,0
2018,11,03,03:00,19.1,974,98,0,0
2018,11,03,04:00,18.6,974,99,0,0
2018,11,03,05:00,18.1,974,100,0,0
2018,11,03,06:00,18.1,975,100,0,0
