year,month,day,time,temp,press,humid,solar,rain1h
2018,06,01,00:00,25.5,971,94,0,0
2018,06,01,01:00,25.5,971,94,0,0
2018,06,01,02:00,25.5,970,92,0,0
2018,06,01,03:00,25.5,970,92,0,0
2018,06,01,04:00,25,970,93,0,0
2018,06,01,05:00,25,970,98,0,0
2018,06,01,06:00,25,970,97,0,0.2
2018,06,01,07:00,26,971,95,2,0
2018,06,01,08:00,28.4,971,83,15,0
2018,06,01,09:00,36.8,973,52,21,0
2018,06,01,10:00,32.8,971,63,38,0
2018,06,01,11:00,32.8,970,60,77,0
2018,06,01,12:00,38.7,970,44,48,0
2018,06,01,13:00,40.2,969,41,240,0
2018,06,01,14:00,41.2,968,38,65,0
2018,06,01,15:00,40.2,967,39,52,0
2018,06,01,16:00,36.3,966,46,33,0
2018,06,01,17:00,35.3,967,48,1,0
2018,06,01,18:00,34.3,967,50,1,0
2018,06,01,19:00,27.9,968,87,0,0
2018,06,01,20:00,25.5,969,99,0,0.2
2018,06,01,21:00,26,969,96,0,0
2018,06,01,22:00,26,970,-999,0,0
2018,06,01,23:00,25.5,971,-999,0,0
2018,06,02,00:00,25,971,-999,0,0
2018,06,02,01:00,25,970,-999,0,0
2018,06,02,02:00,24.5,970,-999,0,0
2018,06,02,03:00,24.5,970,-999,0,0
2018,06,02,04:00,24.5,969,-999,0,0
2018,06,02,05:00,24.5,970,-999,0,0
2018,06,02,06:00,24.5,970,-999,0,0
2018,06,02,07:00,26,970,100,2,0
2018,06,02,08:00,27.4,970,93,11,0
2018,06,02,09:00,31.9,970,71,56,0
2018,06,02,10:00,35.8,970,55,60,0
2018,06,02,11:00,36.8,970,53,71,0
2018,06,02,12:00,37.7,969,52,247,0
2018,06,02,13:00,36.8,969,50,45,0
2018,06,02,14:00,40.7,968,41,64,0
2018,06,02,15:00,40.2,967,42,38,0.2
2018,06,02,16:00,38.7,966,42,46,0
2018,06,02,17:00,34.8,966,49,0,0
2018,06,02,18:00,33.8,966,53,0,0
2018,06,02,19:00,31.9,967,66,0,0
2018,06,02,20:00,30.4,968,70,0,0
2018,06,02,21:00,29.9,969,73,0,0
2018,06,02,22:00,29.9,969,73,0,0
2018,06,02,23:00,28.9,969,75,0,0
2018,06,03,00:00,27.9,970,83,0,0
2018,06,03,01:00,27.4,969,85,0,0
2018,06,03,02:00,27,968,93,0,0
2018,06,03,03:00,26.5,968,93,0,0
2018,06,03,04:00,26,967,97,0,0.2
2018,06,03,05:00,26,968,99,0,0
2018,06,03,06:00,25.5,968,99,0,0
2018,06,03,07:00,27.4,968,95,3,0
2018,06,03,08:00,29.9,969,77,6,0
2018,06,03,09:00,37.7,969,51,54,0
2018,06,03,10:00,36.8,968,52,56,0
2018,06,03,11:00,40.2,968,43,74,0
2018,06,03,12:00,42.1,967,40,238,0
2018,06,03,13:00,41.7,966,36,209,0
2018,06,03,14:00,40.7,966,37,65,0
2018,06,03,15:00,41.7,965,34,54,0
2018,06,03,16:00,41.2,964,33,44,0
2018,06,03,17:00,35.8,963,43,0,0
2018,06,03,18:00,35.3,964,46,0,0
2018,06,03,19:00,32.3,965,58,0,0
2018,06,03,20:00,31.4,966,59,0,0
2018,06,03,21:00,30.9,967,63,0,0
2018,06,03,22:00,30.9,967,64,0,0
2018,06,03,23:00,29.4,967,70,0,0
2018,06,04,00:00,28.9,967,75,0,0
2018,06,04,01:00,27.9,967,80,0,0
2018,06,04,02:00,27.9,967,82,0,0
2018,06,04,03:00,27,966,87,0,0
2018,06,04,04:00,26,966,92,0,0
2018,06,04,05:00,25.5,966,96,0,0
2018,06,04,06:00,25.5,966,94,0,0
2018,06,04,07:00,28.4,967,81,5,0
2018,06,04,08:00,28.9,968,73,7,0
2018,06,04,09:00,34.8,968,54,49,0
2018,06,04,10:00,37.2,968,49,52,0
2018,06,04,11:00,39.2,968,44,74,0
2018,06,04,12:00,39.7,967,41,136,0
2018,06,04,13:00,38.7,966,44,119,0
2018,06,04,14:00,40.7,965,38,58,0
2018,06,04,15:00,39.2,964,39,56,0
2018,06,04,16:00,39.7,964,38,44,0
2018,06,04,17:00,35.8,964,45,0,0
2018,06,04,18:00,34.3,964,48,0,0
