year,month,day,time,temp,press,humid,solar,rain1h
2018,09,01,00:00,26.5,969,88,0,0
2018,09,01,01:00,25.5,968,93,0,0
2018,09,01,02:00,24.5,968,98,0,0
2018,09,01,03:00,24.5,968,96,0,0
2018,09,01,04:00,25,968,90,0,0
2018,09,01,05:00,25,968,88,0,0
2018,09,01,06:00,25,968,92,0,0
2018,09,01,07:00,26,968,92,0,0
2018,09,01,08:00,27.9,969,79,15,0
2018,09,01,09:00,29.9,969,70,49,0
2018,09,01,10:00,31.4,970,66,64,0
2018,09,01,11:00,35.8,970,54,63,0
2018,09,01,12:00,38.2,969,46,82,0
2018,09,01,13:00,36.8,968,45,46,0
2018,09,01,14:00,36.3,967,46,57,0
2018,09,01,15:00,35.3,967,49,34,0
2018,09,01,16:00,32.3,967,59,12,0
2018,09,01,17:00,31.4,967,59,0,0
2018,09,01,18:00,30.4,967,60,0,0
2018,09,01,19:00,28.9,968,73,0,0
2018,09,01,20:00,27.9,968,75,0,0
2018,09,01,21:00,27.9,969,78,0,0
2018,09,01,22:00,27,970,81,0,0
2018,09,01,23:00,26,969,90,0,0
2018,09,02,00:00,26.5,969,81,0,0
2018,09,02,01:00,26.5,969,82,0,0
2018,09,02,02:00,25.5,968,91,0,0
2018,09,02,03:00,25.5,968,95,0,0
2018,09,02,04:00,24.5,968,98,0,0
2018,09,02,05:00,24.5,968,98,0,0
2018,09,02,06:00,24.5,968,99,0,0
2018,09,02,07:00,25,968,99,0,0
2018,09,02,08:00,27.4,969,83,4,0
2018,09,02,09:00,35.8,970,53,55,0
2018,09,02,10:00,37.7,969,48,52,0
2018,09,02,11:00,33.8,969,58,19,0
2018,09,02,12:00,33.8,968,57,45,0
2018,09,02,13:00,35.8,967,52,37,0
2018,09,02,14:00,34.8,967,56,7,0
2018,09,02,15:00,32.8,965,69,46,0
2018,09,02,16:00,31.9,965,70,1,0
2018,09,02,17:00,29.4,965,91,4,0
2018,09,02,18:00,28.4,965,95,0,0
2018,09,02,19:00,27.4,966,94,0,0.2
2018,09,02,20:00,26.5,966,99,0,0
2018,09,02,21:00,26.5,967,100,0,0
2018,09,02,22:00,25.5,967,100,0,0.2
2018,09,02,23:00,25.5,967,-999,0,0
2018,09,03,00:00,25.5,967,-999,0,0
2018,09,03,01:00,25.5,967,-999,0,0
2018,09,03,02:00,25,966,-999,0,0
2018,09,03,03:00,25,965,-999,0,0
2018,09,03,04:00,25,965,-999,0,0
