year,month,day,time,temp,press,humid,solar,rain1h
2018,08,01,00:00,25.5,969,89,0,0
2018,08,01,01:00,25,969,91,0,0
2018,08,01,02:00,25,968,93,0,0
2018,08,01,03:00,24.5,968,95,0,0
2018,08,01,04:00,25,968,96,0,0
2018,08,01,05:00,25,968,96,0,0
2018,08,01,06:00,25,968,96,0,0
2018,08,01,07:00,26,969,89,2,0
2018,08,01,08:00,28.4,969,78,11,0
2018,08,01,09:00,29.9,969,73,24,0
2018,08,01,10:00,33.3,970,63,58,0
2018,08,01,11:00,32.8,970,64,45,0
2018,08,01,12:00,34.8,969,55,62,0
2018,08,01,13:00,39.7,969,44,71,0
2018,08,01,14:00,41.7,968,40,63,0
2018,08,01,15:00,40.7,967,41,46,0
2018,08,01,16:00,35.3,966,51,24,0
2018,08,01,17:00,36.3,966,50,39,0
2018,08,01,18:00,32.3,966,60,1,0
2018,08,01,19:00,29.9,966,69,0,0
2018,08,01,20:00,28.4,967,75,0,0
2018,08,01,21:00,27.9,969,79,0,0
2018,08,01,22:00,27.4,970,75,0,0
2018,08,01,23:00,26.5,969,84,0,0
2018,08,02,00:00,25.5,969,90,0,0
2018,08,02,01:00,25.5,969,93,0,0
2018,08,02,02:00,25.5,968,94,0,0
2018,08,02,03:00,25.5,970,94,0,0
2018,08,02,04:00,25.5,968,96,0,0
2018,08,02,05:00,25,968,96,0,0
2018,08,02,06:00,25,968,97,0,0
2018,08,02,07:00,26,968,96,0,0
2018,08,02,08:00,29.4,968,77,13,0
2018,08,02,09:00,30.9,969,66,25,0
2018,08,02,10:00,31.9,970,65,36,0
2018,08,02,11:00,34.3,970,58,46,0
2018,08,02,12:00,36.3,970,52,54,0
2018,08,02,13:00,36.8,969,52,76,0
2018,08,02,14:00,39.7,968,43,59,0
2018,08,02,15:00,41.2,968,39,8,0
2018,08,02,16:00,36.8,966,47,32,0
2018,08,02,17:00,33.8,966,53,12,0
2018,08,02,18:00,30.9,966,61,0,0
2018,08,02,19:00,29.4,967,67,0,0
2018,08,02,20:00,27.9,967,76,0,0
2018,08,02,21:00,27.4,968,74,0,0
2018,08,02,22:00,27.4,969,73,0,0
2018,08,02,23:00,26.5,968,73,0,0
2018,08,03,00:00,26.5,968,75,0,0
2018,08,03,01:00,26,967,79,0,0
2018,08,03,02:00,25.5,967,84,0,0
2018,08,03,03:00,25,967,89,0,0
2018,08,03,04:00,24.5,967,90,0,0
2018,08,03,05:00,24.5,967,91,0,0
2018,08,03,06:00,24.5,967,93,0,0
2018,08,03,07:00,26.5,967,88,2,0
2018,08,03,08:00,28.4,968,77,5,0
2018,08,03,09:00,30.9,968,67,30,0
2018,08,03,10:00,34.3,968,57,57,0
2018,08,03,11:00,39.7,968,43,71,0
2018,08,03,12:00,40.2,968,39,60,0
2018,08,03,13:00,39.7,967,39,103,0
2018,08,03,14:00,40.7,967,38,49,0
2018,08,03,15:00,41.7,966,38,54,0
2018,08,03,16:00,38.2,965,45,9,0
2018,08,03,17:00,35.8,965,46,2,0
2018,08,03,18:00,32.3,965,55,1,0
2018,08,03,19:00,29.4,965,65,0,0
2018,08,03,20:00,28.9,966,68,0,0
2018,08,03,21:00,28.4,967,69,0,0
2018,08,03,22:00,27.4,968,69,0,0
2018,08,03,23:00,27,968,70,0,0
2018,08,04,00:00,26.5,967,77,0,0
2018,08,04,01:00,25.5,966,82,0,0
2018,08,04,02:00,25.5,966,85,0,0
