year,month,day,time,temp,press,humid,solar,rain1h
2018,05,01,00:00,27.4,976,70,0,0
2018,05,01,01:00,26.5,975,72,0,0
2018,05,01,02:00,25.5,975,85,0,0
2018,05,01,03:00,24.5,974,91,0,0
2018,05,01,04:00,24.5,975,91,0,0
2018,05,01,05:00,24.5,975,90,0,0
2018,05,01,06:00,25,975,88,0,0
2018,05,01,07:00,27,976,81,2,0
2018,05,01,08:00,29.4,976,69,5,0
2018,05,01,09:00,30.9,977,65,24,0
2018,05,01,10:00,34.3,977,56,58,0
2018,05,01,11:00,35.8,976,48,90,0
2018,05,01,12:00,36.3,975,48,100,0
2018,05,01,13:00,36.8,974,44,90,0
2018,05,01,14:00,38.2,973,38,59,0
2018,05,01,15:00,38.7,971,37,44,0
2018,05,01,16:00,35.8,971,45,6,0
2018,05,01,17:00,33.8,971,50,5,0
2018,05,01,18:00,30.9,973,59,0,0
2018,05,01,19:00,28.4,975,73,0,0
2018,05,01,20:00,27.9,976,76,0,0
2018,05,01,21:00,24.5,976,94,0,0
2018,05,01,22:00,24.5,977,94,0,0
2018,05,01,23:00,24.5,978,97,0,0
2018,05,02,00:00,24.5,977,97,0,0
2018,05,02,01:00,24.5,977,98,0,0
2018,05,02,02:00,23,976,94,0,0
2018,05,02,03:00,23,976,97,0,0
2018,05,02,04:00,23,975,-999,0,0
2018,05,02,05:00,23,975,100,0,0
2018,05,02,06:00,23,976,100,0,0
2018,05,02,07:00,23,977,-999,0,0
2018,05,02,08:00,24,977,-999,3,0
2018,05,02,09:00,24.5,978,99,4,0
2018,05,02,10:00,25,978,98,12,0
2018,05,02,11:00,25,978,97,7,0
2018,05,02,12:00,25,977,97,6,0
2018,05,02,13:00,27,976,90,56,0
2018,05,02,14:00,29.9,976,82,40,0
2018,05,02,15:00,29.9,975,79,40,0
2018,05,02,16:00,29.4,974,78,31,0.2
2018,05,02,17:00,27,974,88,3,0.2
2018,05,02,18:00,25.5,976,94,0,0
2018,05,02,19:00,24.5,975,98,0,0
2018,05,02,20:00,24,976,100,0,0
2018,05,02,21:00,24,977,100,0,0
2018,05,02,22:00,23.5,977,100,0,0
2018,05,02,23:00,23.5,978,-999,0,0.2
2018,05,03,00:00,23.5,977,-999,0,0.2
2018,05,03,01:00,23,977,-999,0,0
2018,05,03,02:00,23,977,-999,0,0.2
2018,05,03,03:00,23,976,-999,0,0.2
2018,05,03,04:00,23,976,-999,0,0.2
2018,05,03,05:00,23.5,976,-999,0,0.2
2018,05,03,06:00,23,977,-999,0,0.4
2018,05,03,07:00,23.5,977,-999,0,0.6
2018,05,03,08:00,26.5,977,89,48,0.4
2018,05,03,09:00,30.4,978,75,51,0.2
2018,05,03,10:00,30.4,978,69,58,0.4
2018,05,03,11:00,31.4,978,66,80,0
2018,05,03,12:00,36.3,977,50,288,0.2
2018,05,03,13:00,36.8,976,46,42,0
2018,05,03,14:00,37.7,975,42,53,0
2018,05,03,15:00,37.7,974,42,50,0
2018,05,03,16:00,34.3,973,46,1,0.2
2018,05,03,17:00,32.3,973,51,0,0
2018,05,03,18:00,30.9,973,63,0,0
2018,05,03,19:00,27.9,974,74,0,0
2018,05,03,20:00,27.4,975,81,0,0
2018,05,03,21:00,27,976,89,0,0
2018,05,03,22:00,25.5,976,97,0,0
2018,05,03,23:00,25,977,98,0,0
2018,05,04,00:00,25,976,99,0,0
2018,05,04,01:00,25,976,99,0,0
2018,05,04,02:00,24.5,975,99,0,0
2018,05,04,03:00,24.5,975,99,0,0
2018,05,04,04:00,24.5,975,100,0,0
2018,05,04,05:00,24.5,975,100,0,0
2018,05,04,06:00,24,976,100,0,0
2018,05,04,07:00,25.5,976,98,3,0
2018,05,04,08:00,27.4,977,88,18,0
2018,05,04,09:00,29.4,977,77,27,0
2018,05,04,10:00,33.8,977,62,57,0
2018,05,04,11:00,34.3,976,57,40,0
2018,05,04,12:00,35.8,976,55,67,0
2018,05,04,13:00,35.8,974,55,118,0
2018,05,04,14:00,36.8,974,48,59,0
2018,05,04,15:00,34.8,973,51,52,0
2018,05,04,16:00,30.4,974,63,0,0
2018,05,04,17:00,26,974,87,0,0
2018,05,04,18:00,25.5,974,92,0,0
2018,05,04,19:00,24.5,975,97,0,0
2018,05,04,20:00,24,976,97,0,0
2018,05,04,21:00,24,976,97,0,0
2018,05,04,22:00,24,977,97,0,0
2018,05,04,23:00,24,977,98,0,0
2018,05,05,00:00,23.5,977,99,0,0
2018,05,05,01:00,23.5,977,100,0,0
2018,05,05,02:00,24,976,99,0,0
2018,05,05,03:00,24.5,976,99,0,0
2018,05,05,04:00,24.5,976,98,0,0
2018,05,05,05:00,24.5,976,98,0,0
2018,05,05,06:00,24.5,977,99,0,0
2018,05,05,07:00,25,977,98,1,0
2018,05,05,08:00,27.9,977,84,34,0
2018,05,05,09:00,31.4,978,67,54,0
2018,05,05,10:00,35.3,978,53,57,0
2018,05,05,11:00,36.8,977,49,87,0
2018,05,05,12:00,38.7,976,46,269,0
2018,05,05,13:00,38.2,975,43,117,0
2018,05,05,14:00,37.7,973,44,54,0
2018,05,05,15:00,38.7,973,40,50,0
2018,05,05,16:00,36.8,973,44,7,0
2018,05,05,17:00,34.3,971,48,1,0
2018,05,05,18:00,33.3,973,51,0,0
2018,05,05,19:00,31.4,973,63,0,0
2018,05,05,20:00,29.4,974,72,0,0
2018,05,05,21:00,28.4,975,79,0,0
2018,05,05,22:00,27.9,976,80,0,0
2018,05,05,23:00,27.9,976,83,0,0
2018,05,06,00:00,27,977,91,0,0
2018,05,06,01:00,26,976,92,0,0
2018,05,06,02:00,25.5,975,92,0,0
2018,05,06,03:00,24.5,975,95,0,0
2018,05,06,04:00,23.5,975,95,0,0
2018,05,06,05:00,23,975,97,0,0
2018,05,06,06:00,22.5,976,98,0,0
2018,05,06,07:00,24,976,96,1,0
2018,05,06,08:00,28.4,977,77,41,0
2018,05,06,09:00,32.3,977,63,51,0
2018,05,06,10:00,36.3,977,48,59,0
2018,05,06,11:00,36.8,976,48,92,0
2018,05,06,12:00,39.2,975,43,219,0
2018,05,06,13:00,40.2,974,38,117,0
2018,05,06,14:00,38.7,973,39,22,0
2018,05,06,15:00,40.2,973,35,48,0
2018,05,06,16:00,37.2,970,39,5,0
2018,05,06,17:00,35.3,970,42,2,0
2018,05,06,18:00,33.8,971,51,0,0
2018,05,06,19:00,29.9,970,62,0,0
2018,05,06,20:00,28.9,971,67,0,0
2018,05,06,21:00,27.9,973,73,0,0
2018,05,06,22:00,28.4,974,70,0,0
2018,05,06,23:00,28.4,974,72,0,0
2018,05,07,00:00,27,974,76,0,0
2018,05,07,01:00,26,974,81,0,0
2018,05,07,02:00,25.5,974,85,0,0
2018,05,07,03:00,24.5,973,88,0,0
2018,05,07,04:00,24,973,90,0,0
2018,05,07,05:00,24,974,91,0,0
2018,05,07,06:00,23.5,975,95,0,0
2018,05,07,07:00,25,975,90,1,0
2018,05,07,08:00,30.9,975,69,39,0
2018,05,07,09:00,36.8,975,49,48,0
2018,05,07,10:00,37.2,975,46,59,0
2018,05,07,11:00,38.7,975,41,94,0
2018,05,07,12:00,40.7,973,38,237,0
2018,05,07,13:00,42.1,973,37,106,0
2018,05,07,14:00,41.7,971,34,52,0
2018,05,07,15:00,32.3,969,75,60,0
2018,05,07,16:00,35.3,969,60,10,0
2018,05,07,17:00,33.3,969,68,4,0
2018,05,07,18:00,31.4,969,74,0,0
2018,05,07,19:00,29.4,970,79,0,0
2018,05,07,20:00,28.4,970,78,0,0
2018,05,07,21:00,27.4,970,78,0,0
2018,05,07,22:00,27.9,971,77,0,0
2018,05,07,23:00,28.9,971,73,0,0
2018,05,08,00:00,27,971,82,0,0
2018,05,08,01:00,25.5,970,86,0,0
2018,05,08,02:00,25,971,88,0,0
2018,05,08,03:00,24.5,971,90,0,0
2018,05,08,04:00,24.5,971,89,0,0
2018,05,08,05:00,24,971,92,0,0
2018,05,08,06:00,24,973,95,0,0
2018,05,08,07:00,25.5,973,92,1,0
2018,05,08,08:00,30.9,974,72,39,0
2018,05,08,09:00,33.8,974,58,52,0
2018,05,08,10:00,35.3,974,53,55,0
2018,05,08,11:00,39.7,974,42,84,0
2018,05,08,12:00,40.2,973,42,196,0
2018,05,08,13:00,36.8,971,48,55,0
2018,05,08,14:00,35.8,970,58,71,0
2018,05,08,15:00,31.4,970,65,62,0
2018,05,08,16:00,37.2,969,45,29,0
2018,05,08,17:00,34.3,969,55,0,0
2018,05,08,18:00,30.9,971,69,0,0
2018,05,08,19:00,28.9,971,64,0,0
2018,05,08,20:00,27.4,971,75,0,0
2018,05,08,21:00,26,973,81,0,0
2018,05,08,22:00,26,974,84,0,0
2018,05,08,23:00,25,974,88,0,0
2018,05,09,00:00,25,974,90,0,0
2018,05,09,01:00,24.5,974,92,0,0
2018,05,09,02:00,24,973,93,0,0
2018,05,09,03:00,23.5,973,96,0,0
2018,05,09,04:00,23,973,97,0,0
2018,05,09,05:00,23,973,97,0,0
2018,05,09,06:00,23,974,98,0,0
2018,05,09,07:00,25,975,91,2,0
2018,05,09,08:00,27.4,975,82,37,0
2018,05,09,09:00,33.8,975,56,51,0
2018,05,09,10:00,36.8,975,50,56,0
2018,05,09,11:00,38.2,975,47,85,0
2018,05,09,12:00,41.2,974,41,200,0
2018,05,09,13:00,41.7,973,38,111,0
2018,05,09,14:00,41.2,971,36,58,0
2018,05,09,15:00,37.2,970,45,8,0
2018,05,09,16:00,32.8,971,54,0,0
2018,05,09,17:00,31.9,970,60,3,0
2018,05,09,18:00,30.9,970,66,0,0
2018,05,09,19:00,29.4,973,60,0,0
2018,05,09,20:00,28.4,974,72,0,0
2018,05,09,21:00,28.4,975,70,0,0
2018,05,09,22:00,27.4,976,77,0,0
2018,05,09,23:00,27,976,73,0,0
2018,05,10,00:00,26.5,976,78,0,0
2018,05,10,01:00,26,975,81,0,0
2018,05,10,02:00,26,975,83,0,0
2018,05,10,03:00,25.5,975,87,0,0
2018,05,10,04:00,25,975,89,0,0
2018,05,10,05:00,25,976,91,0,0
2018,05,10,06:00,25,976,92,0,0
2018,05,10,07:00,26.5,976,87,3,0
2018,05,10,08:00,29.9,977,69,18,0
2018,05,10,09:00,32.8,977,60,58,0
2018,05,10,10:00,34.8,977,57,48,0
2018,05,10,11:00,38.2,976,49,91,0
2018,05,10,12:00,37.7,975,49,193,0
2018,05,10,13:00,39.2,974,45,113,0
2018,05,10,14:00,39.7,971,42,55,0
2018,05,10,15:00,36.3,973,40,0,0
2018,05,10,16:00,28.4,970,66,1,0
2018,05,10,17:00,28.4,970,62,0,0
2018,05,10,18:00,27.9,970,68,0,0
2018,05,10,19:00,27,973,73,0,0
2018,05,10,20:00,27,974,75,0,0
2018,05,10,21:00,26.5,975,78,0,0
2018,05,10,22:00,27,976,68,0,0
2018,05,10,23:00,25,976,92,0,0
2018,05,11,00:00,24,977,98,0,0
2018,05,11,01:00,22.1,975,96,0,0
2018,05,11,02:00,22.1,975,100,0,0
2018,05,11,03:00,22.5,975,100,0,0
2018,05,11,04:00,22.1,975,100,0,0
2018,05,11,05:00,22.1,976,100,0,0
2018,05,11,06:00,22.5,977,99,0,0
2018,05,11,07:00,23,977,94,0,0
2018,05,11,08:00,24.5,978,95,5,0
2018,05,11,09:00,26.5,977,87,20,0
2018,05,11,10:00,28.9,976,77,58,0
2018,05,11,11:00,30.4,976,72,71,0
2018,05,11,12:00,31.9,975,66,83,0
2018,05,11,13:00,29.9,975,68,43,0
2018,05,11,14:00,34.8,974,57,59,0
2018,05,11,15:00,37.2,971,50,49,0
2018,05,11,16:00,35.3,970,45,40,0
2018,05,11,17:00,31.9,970,50,1,0
2018,05,11,18:00,30.4,971,64,0,0
2018,05,11,19:00,27,973,74,0,0
2018,05,11,20:00,26.5,974,79,0,0
2018,05,11,21:00,26,974,79,0,0
2018,05,11,22:00,25,975,87,0,0
2018,05,11,23:00,24.5,975,89,0,0
2018,05,12,00:00,24.5,975,90,0,0
2018,05,12,01:00,25,974,90,0,0
2018,05,12,02:00,24.5,974,91,0,0
2018,05,12,03:00,24,974,96,0,0
2018,05,12,04:00,24,974,97,0,0
2018,05,12,05:00,23.5,974,98,0,0
2018,05,12,06:00,23.5,974,99,0,0
2018,05,12,07:00,24.5,975,95,1,0
2018,05,12,08:00,29.4,975,74,44,0
2018,05,12,09:00,33.3,976,60,59,0
2018,05,12,10:00,34.8,976,55,65,0
2018,05,12,11:00,36.3,975,48,95,0
2018,05,12,12:00,35.3,974,50,47,0
2018,05,12,13:00,38.7,973,40,98,0
2018,05,12,14:00,35.8,971,46,29,0
2018,05,12,15:00,32.3,971,59,29,0
2018,05,12,16:00,30.4,971,61,3,0
2018,05,12,17:00,30.9,971,59,11,0
2018,05,12,18:00,30.4,971,61,1,0
2018,05,12,19:00,27.4,973,73,0,0
2018,05,12,20:00,26.5,974,81,0,0
2018,05,12,21:00,25.5,975,85,0,0
2018,05,12,22:00,24.5,976,87,0,0
2018,05,12,23:00,24,976,91,0,0
2018,05,13,00:00,23.5,976,92,0,0
2018,05,13,01:00,24.5,975,89,0,0
2018,05,13,02:00,24.5,975,88,0,0
2018,05,13,03:00,24,975,87,0,0
2018,05,13,04:00,22.1,975,99,0,0
2018,05,13,05:00,22.1,975,100,0,0
2018,05,13,06:00,22.1,976,-999,0,0
2018,05,13,07:00,22.5,976,-999,2,0
2018,05,13,08:00,27,976,81,45,0
2018,05,13,09:00,30.4,977,68,53,0
2018,05,13,10:00,31.4,977,64,62,0
2018,05,13,11:00,33.8,976,55,105,0
2018,05,13,12:00,36.8,976,47,168,0
2018,05,13,13:00,35.8,975,51,120,0.2
2018,05,13,14:00,36.8,974,45,55,0.2
2018,05,13,15:00,35.8,971,41,56,0
2018,05,13,16:00,36.8,971,37,40,0
2018,05,13,17:00,33.8,970,42,2,0
2018,05,13,18:00,31.4,971,55,0,0
2018,05,13,19:00,27.9,973,73,0,0
2018,05,13,20:00,26.5,974,76,0,0
2018,05,13,21:00,26.5,975,76,0,0
2018,05,13,22:00,25,976,81,0,0
2018,05,13,23:00,25,976,81,0,0
2018,05,14,00:00,24,976,87,0,0
2018,05,14,01:00,24.5,976,86,0,0
2018,05,14,02:00,24,975,89,0,0
2018,05,14,03:00,23.5,975,94,0,0
2018,05,14,04:00,24,976,91,0,0
2018,05,14,05:00,24,976,93,0,0
2018,05,14,06:00,24,976,94,0,0
2018,05,14,07:00,24,976,94,1,0
2018,05,14,08:00,29.9,976,73,43,0
2018,05,14,09:00,32.8,976,60,38,0
2018,05,14,10:00,35.3,976,52,59,0
2018,05,14,11:00,36.3,975,49,94,0
2018,05,14,12:00,38.2,975,45,235,0
2018,05,14,13:00,39.2,974,41,118,0
2018,05,14,14:00,38.2,973,41,57,0
2018,05,14,15:00,38.2,971,42,53,0
2018,05,14,16:00,35.8,971,45,1,0
2018,05,14,17:00,33.3,970,56,1,0
2018,05,14,18:00,31.9,970,54,0,0
2018,05,14,19:00,28.9,971,68,0,0
2018,05,14,20:00,28.9,973,68,0,0
